domain,dataset,file_path,file_name,sensor,channel_key,fault_type,fault_size,load,orientation,rpm,sample_rate,original_sample_rate,resample_factor,signal_length,duration_seconds,mean,std,rms,variance,abs_mean,peak,peak_to_peak,crest_factor,impulse_factor,clearance_factor,shape_factor,kurtosis_factor,skewness,kurtosis,entropy,zero_crossing_rate,signal_energy,spectral_centroid,spectral_spread,spectral_entropy,dominant_frequency,spectral_bandwidth,band_energy_0_300,band_energy_300_600,band_energy_600_1200,band_energy_1200_2400,band_energy_2400_6000,cum_energy_upto_1x,cum_energy_upto_2x,cum_energy_upto_3x,spectral_skewness,spectral_kurtosis,envelope_mean,envelope_std,envelope_peak,envelope_crest_factor,envelope_spectral_centroid
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/B/0021/B021_2.mat,B021_2.mat,DE,X224_DE_time,B,0.021,2.0,,1754.0,12000.0,12000.0,1.0,96000,8.0,7.586666886883512e-06,0.10739659548788877,0.10739659575585589,0.01153402872238921,0.08470731852223824,0.6409589116539961,1.1763552095808385,5.968149242933962,7.566747747843357,8.983804077762546,1.2678549814755502,3.3003568319913215,0.0010659376111083094,0.30035653379088867,3.1835046259437707,0.48403629204470877,1107.2667628748854,2860.204193240856,1014.6255872295903,6.950148631137617,3345.125,1124.550252807286,0.011416462154044335,0.04138833022087386,0.07116085348305125,0.0652728068593374,0.8107615467488377,1.4437045942969981e-05,2.9891810376483507e-05,3.360617655623545e-05,-1.1030281682615612,3.883991795587137,0.13312278770974123,0.07311895029090844,0.7710732658623811,5.076800916813237,126.2973350230445
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/B/0021/B021_3.mat,B021_3.mat,DE,X225_DE_time,B,0.021,3.0,,1729.0,12000.0,12000.0,1.0,96000,8.0,-3.83960566413788e-06,0.11792775052058671,0.11792775058309352,0.01390695434284574,0.0935567862124818,0.5096462868060957,1.0072602395209582,4.3216824223827786,5.447453973553675,6.448917117645111,1.2604938172551323,3.1095218917670775,0.02434345559570955,0.1095250623902917,3.4328379481074407,0.4340982718569985,1335.067618328478,2595.427107291543,1054.8099354553115,6.384150494771516,1387.25,1603.844107922774,0.010890216309172349,0.028025403589693416,0.09643581443655312,0.17549018113366016,0.6891583838318773,5.831956612426441e-06,2.226973811859978e-05,2.455088184792328e-05,-0.6319852589377457,2.3418137584104293,0.14698079459589167,0.07880707275069646,0.5460093176944711,3.2739273780559497,137.78800860174726
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/B/0028/B028_0_(1797rpm).mat,B028_0_(1797rpm).mat,DE,X048_DE_time,B,0.028,0.0,,,12000.0,12000.0,1.0,96000,8.0,0.0038460027474984185,2.074486078384732,2.0744896435386697,4.303492489412063,1.57026439742123,10.735533897191248,20.0243628,5.175024098398749,6.8367683269274275,8.387412419028216,1.3211085005464713,3.780121975481942,0.05380467030867629,0.7797283326658135,3.2946343247515317,0.48786966530901366,413136.6989903229,2908.640248436392,308.0216271741977,8.285504390560009,2823.125,319.67198895458205,0.00023479055178422204,0.00034178863278880073,0.000604342578242355,0.005623675680515852,0.9931954025383314,,,,0.17118732816936896,11.680745748931558,2.4666285726827675,1.588314595710426,11.706561663404184,3.990280826587825,44.963491307193294
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/B/0028/B028_1_(1772rpm).mat,B028_1_(1772rpm).mat,DE,X049_DE_time,B,0.028,1.0,,,12000.0,12000.0,1.0,96000,8.0,0.0027797833466872736,2.0242890751181575,2.0242909837368193,4.097746259642726,1.528081962978307,11.66475407731127,21.765894799999998,5.7623899780348085,7.633591888340918,9.374085883902573,1.3247267049676947,3.88546325207651,0.04769303443028458,0.8852046204674289,3.1851023534891683,0.49033844102542734,393384.3827364653,2922.1894575165943,307.887825077159,8.244133500550587,2791.25,334.5744377048007,0.0004884455444464097,0.0003534059346580883,0.0006773128306490844,0.005654310360044469,0.9928265253191634,,,,-0.04091648037323495,13.962864378464118,2.4005650734341413,1.5597395855290792,11.899222851348275,4.156529472916334,43.62473491060496
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/B/0028/B028_2_(1750rpm).mat,B028_2_(1750rpm).mat,DE,X050_DE_time,B,0.028,2.0,,,12000.0,12000.0,1.0,96000,8.0,-0.0011089797048423366,2.1437914486669634,2.1437917355036107,4.595841775377598,1.6303920491909154,10.441634477572242,20.3637174,4.8706384601857495,6.404370337032691,7.822497121721965,1.3148933942406495,3.7667460610249983,0.04325850612903892,0.766835981593307,3.3127906003780208,0.49770310107396953,441200.928500504,2968.9562169928126,295.53380475012983,7.9771605605345215,2891.875,305.4206014059644,0.0002738642904873319,0.00031056348656860965,0.0007067702779615282,0.005110090168919215,0.9935987117165949,,,,-0.031225665962663164,13.89992294736075,2.5612334632308684,1.6222724577828898,11.427278676913165,3.7691659361119743,39.9896157704814
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/B/0028/B028_3_(1730rpm).mat,B028_3_(1730rpm).mat,DE,X051_DE_time,B,0.028,3.0,,,12000.0,12000.0,1.0,96000,8.0,0.001276372460312533,2.1435114989293096,2.143511878942786,4.594641546042175,1.619197056032614,11.344945952858229,21.444443800000002,5.292690963977179,7.006525802767836,8.586699910440949,1.3238116206775088,3.907478393691944,0.042536319641724996,0.907377722745724,3.2575947013530433,0.5014427233617017,441085.7448162079,2989.8853791582783,300.539453025356,8.1298383584546,3143.125,337.3519589694044,0.00029843885530305905,0.0002779904936482434,0.0005877797012614631,0.005850404365112718,0.9929853864739999,,,,-0.13443869326903762,12.858721953026599,2.5410377175829155,1.65300091917027,11.689676644583043,3.8562185912207942,43.62999000464039
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_0.mat,IR007_0.mat,DE,X105_DE_time,IR,0.007,0.0,,1797.0,12000.0,12000.0,1.0,96000,8.0,-0.00011440172994735735,0.29137344675685484,0.29137346921558516,0.08489848547496973,0.20912166094585388,1.7255869395587253,3.109170818363274,5.922251412265596,8.251593506640697,10.324881366264794,1.3933203662294364,5.357763912302873,0.16916465111589904,2.358030315179909,3.1481329012148604,0.45476515380368543,8150.255862021651,2739.904246962056,923.8449151973167,6.163481085432826,2616.875,932.0008706776983,0.0028270098182430325,0.01122364201652818,0.07621579614007438,0.13236626521555453,0.7773672867735599,1.2277220071973595e-05,2.5229205950423702e-05,2.7422464928563662e-05,-0.7943260354050499,2.903827646691043,0.3295410924474596,0.2473856350411241,1.7369190592354764,4.21516514801496,154.63202872695754
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_1.mat,IR007_1.mat,DE,X106_DE_time,IR,0.007,1.0,,1772.0,12000.0,12000.0,1.0,96000,8.0,0.00010538706167513466,0.2922843042876915,0.2922843232870566,0.08543011453293983,0.20722995045600448,1.5730684733216551,2.9097004790419163,5.381980311604745,7.590932053306755,9.557248096859281,1.4104347496290572,5.557072648585976,0.13004762140067824,2.556885751736125,3.2039029799766565,0.45709851144282754,8201.292061379772,2762.388047779036,913.5443391222967,6.2674380060269534,2582.0,931.1837129825273,0.001950810968051105,0.0080329609889221,0.06982566872176188,0.14033393431430416,0.7798566249815277,1.8219630860418424e-06,1.580416679057697e-05,1.803871987742344e-05,-0.8344039905348922,2.9091173534958292,0.3275428209381283,0.25214269892883934,1.605046417015827,3.8829973147910715,154.4521210715777
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_2.mat,IR007_2.mat,DE,X107_DE_time,IR,0.007,2.0,,1748.0,12000.0,12000.0,1.0,96000,8.0,4.5837695487301026e-05,0.2998520267303229,0.2998520302338749,0.08991123793428228,0.21386535543255536,1.635068278800361,3.029252734530938,5.452917152253598,7.645316257480499,9.556160913432517,1.4020598597066196,5.556132069798658,0.09029349375635772,2.5560769774229373,3.192149225819799,0.4348170293440557,8631.479043396155,2749.933420159384,931.297429157244,5.921581595346035,2861.875,938.0009695368684,0.0022098688029073966,0.006734838793494045,0.07844628908975788,0.14042892425519726,0.772180079056603,9.988929828893677e-07,1.2762126837422619e-05,1.4611927697666084e-05,-0.8384448854190002,2.787438006456102,0.33675481893738374,0.2577181986046329,1.6951778168006908,3.997544174178615,155.0748382173053
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_3.mat,IR007_3.mat,DE,X108_DE_time,IR,0.007,3.0,,1721.0,12000.0,12000.0,1.0,96000,8.0,-6.996563824931103e-05,0.3130759825252487,0.313075990343144,0.09801657083414984,0.22370024792163348,1.5127505849094052,3.0240548103792415,4.83189587055644,6.762400126795349,8.47776872291096,1.3995334974005955,5.280450064707316,-0.012554844038111503,2.2804390695572128,3.2408407358529843,0.4487338409775102,9409.591270016677,2854.2331160176786,962.1871200218442,6.464366151243597,590.875,2459.3889516054637,0.001117584988651655,0.037837570973775526,0.03676853138585289,0.13644077855856018,0.7878355340074882,1.1107585804954862e-06,1.1890070655790143e-05,1.3600829426756642e-05,-0.9773548955961703,2.8076529001680317,0.3532661116601009,0.26690110698879593,1.645419945690341,3.7163105824841645,151.21668850457823
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_0.mat,IR014_0.mat,DE,X169_DE_time,IR,0.014,0.0,,1796.0,12000.0,12000.0,1.0,96000,8.0,-0.0006124835980359998,0.1934060971934425,0.1934070670057255,0.03740591843159933,0.11139842099701021,2.0452177083818017,3.945061996007984,10.574679302288661,18.359485619968464,24.48004919642406,1.7361742228906125,22.22159247079518,-0.07995318016584321,19.220965220145132,2.2341632427660088,0.4796820800216669,3591.00418250469,3017.2929000440695,747.3739244227556,7.6652404610836875,2754.25,792.312659352774,0.004324233041538202,0.021416029238069813,0.02034353028400223,0.02767067568016483,0.9262455313997678,0.0012079820381828326,0.0012192786653061171,0.001231871602604291,-1.4338204819049007,6.377419719917739,0.17488644374521406,0.2103020299161224,2.097028197155374,7.666868637596097,172.60179967011146
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_1.mat,IR014_1.mat,DE,X170_DE_time,IR,0.014,1.0,,1774.0,12000.0,12000.0,1.0,96000,8.0,5.5483820640026694e-05,0.1668291869115425,0.16682919613790848,0.02783197760556638,0.09997527261922873,1.8959186115722202,3.6882520558882232,11.3644293412825,18.96387538539774,24.820645708500017,1.6687045883165854,21.251374588501587,0.01305794378289492,18.251361254845904,2.2049999967993696,0.4971718455400577,2671.87014566599,3119.0370910066335,715.1912704394464,7.540805919348757,2589.625,889.8177989997757,0.003995253421150701,0.021420921822952386,0.018442240391784492,0.014138428890633372,0.9420031554643196,1.7532279643418574e-05,3.136414922570989e-05,3.5335011383878045e-05,-1.8524772798948481,7.853969884354614,0.15693740158780767,0.1761664277674007,2.0014507655542078,8.483164100931692,156.53926988362795
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_2.mat,IR014_2.mat,DE,X171_DE_time,IR,0.014,2.0,,1752.0,12000.0,12000.0,1.0,96000,8.0,8.43837871039101e-05,0.16245845913992585,0.16245848105513755,0.026392750946118957,0.09806461184110045,1.8841918113077063,3.723175608782435,11.597989831434049,19.213779322970932,24.991981345178043,1.6566473675374158,22.157479718888894,0.032703465565671976,19.157422109036528,2.1802210011986727,0.475650788029042,2533.7047744072784,3060.404134394244,746.7663718493,7.615547526924161,2873.625,769.7703937993654,0.00414717646174466,0.018587671469013103,0.027784561993397072,0.031059904761150284,0.9184206852149657,5.257423615007923e-05,7.051740877691255e-05,7.551889096661821e-05,-1.7414869580452792,6.677454487070478,0.15414816295883832,0.17036388369593122,2.0223336007973205,8.802285298503003,155.37800541164344
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_3.mat,IR014_3.mat,DE,X172_DE_time,IR,0.014,3.0,,1728.0,12000.0,12000.0,1.0,96000,8.0,6.846920022605804e-05,0.18186932894461866,0.18186934183307885,0.033076452810765905,0.11603005570814359,2.1239129411047504,4.144532335329341,11.678235153311848,18.30485151577569,23.26384067117529,1.567433030373994,18.415818674059302,0.04678597906779208,15.415752588977277,2.2455718169066055,0.4212127209658434,3175.339919884539,2912.0137102964254,836.3284098583842,7.319821603032096,1386.875,1739.3945195903368,0.003340114256136267,0.013662504577676643,0.03761562613993863,0.10377323881135135,0.8416085161461886,2.3219103990140043e-06,1.0731408259567143e-05,1.4856972625372492e-05,-1.301801274022883,4.029128734345848,0.1822303633049484,0.18150758936797487,2.2476095343392264,8.73869110369951,150.65970174391515
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_0.mat,IR021_0.mat,DE,X209_DE_time,IR,0.021,0.0,,1797.0,12000.0,12000.0,1.0,96000,8.0,-1.3947936931977859e-05,0.5268951459147111,0.5268951460993255,0.2776184947884847,0.36059061141252685,3.77384143401479,7.159734431137725,7.162414499266196,10.465722940571512,13.445950178037696,1.4612004012953657,7.598989387815233,0.30199659607833557,4.5990213720044855,2.8630238239124157,0.4708382378983114,26651.375518370845,2832.6466981018884,625.3828360602339,6.809396736631719,2883.625,627.4571530416691,0.0008066534564288606,0.035906600481928334,0.02041797469657998,0.019139723884675896,0.9237290474347506,2.790841702457018e-05,2.9502210751439903e-05,3.048031441723096e-05,-2.7027883414198453,10.717062683308505,0.5663680542424188,0.48421505232575746,3.8858675373073552,5.214933762927639,96.94318222136229
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_1.mat,IR021_1.mat,DE,X210_DE_time,IR,0.021,1.0,,1774.0,12000.0,12000.0,1.0,96000,8.0,5.312036895478193e-05,0.4416014048538852,0.4416014080488179,0.19501180076892502,0.29904759421651295,3.683016927175134,6.970091417165668,8.340138550391545,12.315821957452695,15.934118903593363,1.4766927291483067,7.674993018102771,0.26368783618279784,4.6748662770308025,2.702645226755727,0.4688382170647611,18721.133144707066,2829.301372302317,554.7336678207389,7.0540339576452675,2846.375,554.9963522191916,0.0009681267787992185,0.026200047281639344,0.015533113253338678,0.015522712899052347,0.9417759996944011,1.7360154203444735e-06,3.3688937641278163e-06,3.967331958066926e-06,-2.8493206975952994,12.948087605384346,0.46972274583033835,0.4115630527637112,3.7418949623967164,5.991646004226279,89.14407738098309
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_2.mat,IR021_2.mat,DE,X211_DE_time,IR,0.021,2.0,,1752.0,12000.0,12000.0,1.0,96000,8.0,6.303926762145506e-05,0.48747620689684473,0.487476210972889,0.23763305229053538,0.32534816694977864,3.619687081936451,6.747149201596807,7.425361485255657,11.12558006972018,14.467453967829735,1.4983216765691407,8.027818542960274,0.24854796975646,5.027690144583904,2.8133611129598117,0.46191106157355805,22812.77340139052,2812.568399491604,506.47432054247645,6.529174557781358,2869.625,509.6780287892915,0.0008448188094452696,0.018057683319918236,0.01647523327671405,0.016461018574918305,0.9481612459447887,2.3873997402481355e-06,4.527165581072477e-06,5.503844607495542e-06,-2.984644266029671,14.737615807079505,0.510354836890245,0.46346957722048304,4.073658383519864,5.909029844842629,85.78200914727903
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_3.mat,IR021_3.mat,DE,X212_DE_time,IR,0.021,3.0,,1728.0,12000.0,12000.0,1.0,96000,8.0,4.456129776007993e-06,0.4459992764055922,0.4459992764278536,0.19891535455431186,0.3015967330169024,3.563823677321767,6.642378542914171,7.990649011508572,11.816519501628818,15.21106012160956,1.4787934602821393,8.19238306719583,0.30576699114376865,5.192370848146375,2.7567251639576176,0.4530880530005521,19095.874039120223,2781.692961539015,535.7347514913138,6.760266715588102,2829.5,537.8635857555983,0.0010042692050216571,0.02677546700287839,0.010790097299941941,0.018326353591903332,0.9431038128701588,1.8911749131511411e-06,3.823206855118607e-06,4.680360718890686e-06,-2.643533590761473,12.39458325485698,0.47371960784746214,0.4164378011976509,3.6219306720986664,5.742367476042977,87.20479850170538
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,IR028_0_(1797rpm).mat,DE,X056_DE_time,IR,0.028,0.0,,,12000.0,12000.0,1.0,96000,8.0,-1.6708159148380198e-05,0.8363804265287987,0.836380426695686,0.6995322178804954,0.6562226033986848,4.424253772625226,8.035054299999999,5.28976244710109,6.742001494174825,8.031100711644799,1.274537668108252,3.3714749119452088,0.10390181672112052,0.3714832147224083,3.31305890691835,0.3830977406014646,67155.09294332715,2170.7624967357206,865.3872762920023,6.313293560549093,2897.125,1129.8219435452834,0.0004920238149401463,0.020500178223313906,0.1648215548726567,0.24534368487650643,0.5688425575021754,,,,-0.6388571302069236,2.0638705652135436,1.0300794646567786,0.5813783039330597,4.717343008458105,3.9882153199928077,123.26937429143254
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,IR028_1_(1772rpm).mat,DE,X057_DE_time,IR,0.028,1.0,,,12000.0,12000.0,1.0,96000,8.0,8.707862613545267e-05,0.8393320157409848,0.8393320202580811,0.7044782326478247,0.6641947836526867,3.9224678564313438,7.6476855,4.673320881080229,5.90559870834884,7.000078351600275,1.2636835472302883,3.191327762289916,0.09854197268988332,0.19128687246232978,3.3674388331498557,0.3737643100448963,67629.91106212913,2091.2684885772287,943.2631527591618,6.450536425302259,632.875,1736.8525967616288,0.0005071586155245239,0.015756956036242033,0.2212504405199563,0.21709973635298307,0.5453857084629984,,,,-0.423193494966911,1.7557600126809525,1.0428137066203433,0.5670062135098218,4.1079819843432,3.460825818424671,135.07323787258863
source,12kHz_DE_data,数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,IR028_2_(1750rpm).mat,DE,X058_DE_time,IR,0.028,2.0,,,12000.0,12000.0,1.0,96000,8.0,0.0001274578662959487,0.8388110114655533,0.838811021149205,0.7036039129558644,0.6619838610612446,4.198644544545163,8.006571300000001,5.005471362062995,6.342517984976551,7.527519724329364,1.2671170257904534,3.2876206465733886,0.14600641560791233,0.2875319167845505,3.3197311655845683,0.33994104105251094,67545.97720333171,1873.4997758826098,975.3823009552374,5.835663405163353,624.75,1584.5335704186268,0.0004892815623315946,0.013928718782911936,0.30732964538806967,0.23309941258175224,0.4451529414088893,,,,-0.07111007270211343,1.4818626850017897,1.0405898964890437,0.5695441241774375,4.53097281073109,3.819551171432906,142.01164872705934
