path,domain,dataset,sensor,fault_type,fault_size,load,orientation,sample_rate
数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_2.mat,source,12kHz_DE_data,DE,IR,0.007,2.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0007/IR007_3.mat,source,12kHz_DE_data,DE,IR,0.007,3.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_0.mat,source,12kHz_DE_data,DE,IR,0.014,0.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_1.mat,source,12kHz_DE_data,DE,IR,0.014,1.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_2.mat,source,12kHz_DE_data,DE,IR,0.014,2.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0014/IR014_3.mat,source,12kHz_DE_data,DE,IR,0.014,3.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_0.mat,source,12kHz_DE_data,DE,IR,0.021,0.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_1.mat,source,12kHz_DE_data,DE,IR,0.021,1.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_2.mat,source,12kHz_DE_data,DE,IR,0.021,2.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0021/IR021_3.mat,source,12kHz_DE_data,DE,IR,0.021,3.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_0_(1797rpm).mat,source,12kHz_DE_data,DE,IR,0.028,0.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_1_(1772rpm).mat,source,12kHz_DE_data,DE,IR,0.028,1.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_2_(1750rpm).mat,source,12kHz_DE_data,DE,IR,0.028,2.0,,12000.0
数据集/源域数据集/12kHz_DE_data/IR/0028/IR028_3_(1730rpm).mat,source,12kHz_DE_data,DE,IR,0.028,3.0,,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,12kHz_DE_data,DE,OR,0.007,0.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,12kHz_DE_data,DE,OR,0.007,1.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,12kHz_DE_data,DE,OR,0.007,2.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,12kHz_DE_data,DE,OR,0.007,3.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,12kHz_DE_data,DE,OR,0.014,0.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,source,12kHz_DE_data,DE,OR,0.014,1.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,source,12kHz_DE_data,DE,OR,0.014,2.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,source,12kHz_DE_data,DE,OR,0.014,3.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,source,12kHz_DE_data,DE,OR,0.021,0.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,source,12kHz_DE_data,DE,OR,0.021,1.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,source,12kHz_DE_data,DE,OR,0.021,2.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,source,12kHz_DE_data,DE,OR,0.021,3.0,Centered,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,source,12kHz_DE_data,DE,OR,0.007,0.0,Opposite,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,source,12kHz_DE_data,DE,OR,0.007,1.0,Opposite,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,source,12kHz_DE_data,DE,OR,0.007,2.0,Opposite,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,source,12kHz_DE_data,DE,OR,0.007,3.0,Opposite,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,source,12kHz_DE_data,DE,OR,0.021,0.0,Opposite,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,source,12kHz_DE_data,DE,OR,0.021,1.0,Opposite,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,source,12kHz_DE_data,DE,OR,0.021,2.0,Opposite,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,source,12kHz_DE_data,DE,OR,0.021,3.0,Opposite,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,12kHz_DE_data,DE,OR,0.007,0.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,12kHz_DE_data,DE,OR,0.007,1.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,12kHz_DE_data,DE,OR,0.007,2.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,12kHz_DE_data,DE,OR,0.007,3.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,source,12kHz_DE_data,DE,OR,0.021,0.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,12kHz_DE_data,DE,OR,0.021,1.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,12kHz_DE_data,DE,OR,0.021,2.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,12kHz_DE_data,DE,OR,0.021,3.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/B/0007/B007_0.mat,source,12kHz_FE_data,FE,B,0.007,0.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0007/B007_1.mat,source,12kHz_FE_data,FE,B,0.007,1.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0007/B007_2.mat,source,12kHz_FE_data,FE,B,0.007,2.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0007/B007_3.mat,source,12kHz_FE_data,FE,B,0.007,3.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0014/B014_0.mat,source,12kHz_FE_data,FE,B,0.014,0.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0014/B014_1.mat,source,12kHz_FE_data,FE,B,0.014,1.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0014/B014_2.mat,source,12kHz_FE_data,FE,B,0.014,2.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0014/B014_3.mat,source,12kHz_FE_data,FE,B,0.014,3.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0021/B021_0.mat,source,12kHz_FE_data,FE,B,0.021,0.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0021/B021_1.mat,source,12kHz_FE_data,FE,B,0.021,1.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0021/B021_2.mat,source,12kHz_FE_data,FE,B,0.021,2.0,,12000.0
数据集/源域数据集/12kHz_FE_data/B/0021/B021_3.mat,source,12kHz_FE_data,FE,B,0.021,3.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0007/IR007_0.mat,source,12kHz_FE_data,FE,IR,0.007,0.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0007/IR007_1.mat,source,12kHz_FE_data,FE,IR,0.007,1.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0007/IR007_2.mat,source,12kHz_FE_data,FE,IR,0.007,2.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0007/IR007_3.mat,source,12kHz_FE_data,FE,IR,0.007,3.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0014/IR014_0.mat,source,12kHz_FE_data,FE,IR,0.014,0.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0014/IR014_1.mat,source,12kHz_FE_data,FE,IR,0.014,1.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0014/IR014_2.mat,source,12kHz_FE_data,FE,IR,0.014,2.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0014/IR014_3.mat,source,12kHz_FE_data,FE,IR,0.014,3.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0021/IR021_0.mat,source,12kHz_FE_data,FE,IR,0.021,0.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0021/IR021_1.mat,source,12kHz_FE_data,FE,IR,0.021,1.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0021/IR021_2.mat,source,12kHz_FE_data,FE,IR,0.021,2.0,,12000.0
数据集/源域数据集/12kHz_FE_data/IR/0021/IR021_3.mat,source,12kHz_FE_data,FE,IR,0.021,3.0,,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Centered/0007/OR007@6_0.mat,source,12kHz_FE_data,FE,OR,0.007,0.0,Centered,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Centered/0007/OR007@6_1.mat,source,12kHz_FE_data,FE,OR,0.007,1.0,Centered,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Centered/0007/OR007@6_2.mat,source,12kHz_FE_data,FE,OR,0.007,2.0,Centered,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Centered/0007/OR007@6_3.mat,source,12kHz_FE_data,FE,OR,0.007,3.0,Centered,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Centered/0014/OR014@6_0.mat,source,12kHz_FE_data,FE,OR,0.014,0.0,Centered,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Centered/0021/OR021@6_0.mat,source,12kHz_FE_data,FE,OR,0.021,0.0,Centered,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Opposite/0007/OR007@12_0.mat,source,12kHz_FE_data,FE,OR,0.007,0.0,Opposite,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Opposite/0007/OR007@12_1.mat,source,12kHz_FE_data,FE,OR,0.007,1.0,Opposite,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Opposite/0007/OR007@12_2.mat,source,12kHz_FE_data,FE,OR,0.007,2.0,Opposite,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Opposite/0007/OR007@12_3.mat,source,12kHz_FE_data,FE,OR,0.007,3.0,Opposite,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,12kHz_FE_data,FE,OR,0.007,0.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,12kHz_FE_data,FE,OR,0.007,1.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,12kHz_FE_data,FE,OR,0.007,2.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,12kHz_FE_data,FE,OR,0.007,3.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_0.mat,source,12kHz_FE_data,FE,OR,0.014,0.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_1.mat,source,12kHz_FE_data,FE,OR,0.014,1.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_2.mat,source,12kHz_FE_data,FE,OR,0.014,2.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0014/OR014@3_3.mat,source,12kHz_FE_data,FE,OR,0.014,3.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,12kHz_FE_data,FE,OR,0.021,1.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,12kHz_FE_data,FE,OR,0.021,2.0,Orthogonal,12000.0
数据集/源域数据集/12kHz_FE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,12kHz_FE_data,FE,OR,0.021,3.0,Orthogonal,12000.0
数据集/源域数据集/48kHz_DE_data/B/0007/B007_0.mat,source,48kHz_DE_data,DE,B,0.007,0.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0007/B007_1.mat,source,48kHz_DE_data,DE,B,0.007,1.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0007/B007_2.mat,source,48kHz_DE_data,DE,B,0.007,2.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0007/B007_3.mat,source,48kHz_DE_data,DE,B,0.007,3.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0014/B014_0.mat,source,48kHz_DE_data,DE,B,0.014,0.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0014/B014_1.mat,source,48kHz_DE_data,DE,B,0.014,1.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0014/B014_2.mat,source,48kHz_DE_data,DE,B,0.014,2.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0014/B014_3.mat,source,48kHz_DE_data,DE,B,0.014,3.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0021/B021_0.mat,source,48kHz_DE_data,DE,B,0.021,0.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0021/B021_1.mat,source,48kHz_DE_data,DE,B,0.021,1.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0021/B021_2.mat,source,48kHz_DE_data,DE,B,0.021,2.0,,48000.0
数据集/源域数据集/48kHz_DE_data/B/0021/B021_3.mat,source,48kHz_DE_data,DE,B,0.021,3.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0007/IR007_0.mat,source,48kHz_DE_data,DE,IR,0.007,0.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0007/IR007_1.mat,source,48kHz_DE_data,DE,IR,0.007,1.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0007/IR007_2.mat,source,48kHz_DE_data,DE,IR,0.007,2.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0007/IR007_3.mat,source,48kHz_DE_data,DE,IR,0.007,3.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0014/IR014_0.mat,source,48kHz_DE_data,DE,IR,0.014,0.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0014/IR014_1.mat,source,48kHz_DE_data,DE,IR,0.014,1.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0014/IR014_2.mat,source,48kHz_DE_data,DE,IR,0.014,2.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0014/IR014_3.mat,source,48kHz_DE_data,DE,IR,0.014,3.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0021/IR021_0.mat,source,48kHz_DE_data,DE,IR,0.021,0.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0021/IR021_1.mat,source,48kHz_DE_data,DE,IR,0.021,1.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0021/IR021_2.mat,source,48kHz_DE_data,DE,IR,0.021,2.0,,48000.0
数据集/源域数据集/48kHz_DE_data/IR/0021/IR021_3.mat,source,48kHz_DE_data,DE,IR,0.021,3.0,,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0007/OR007@6_0.mat,source,48kHz_DE_data,DE,OR,0.007,0.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0007/OR007@6_1.mat,source,48kHz_DE_data,DE,OR,0.007,1.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0007/OR007@6_2.mat,source,48kHz_DE_data,DE,OR,0.007,2.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0007/OR007@6_3.mat,source,48kHz_DE_data,DE,OR,0.007,3.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0014/OR014@6_0.mat,source,48kHz_DE_data,DE,OR,0.014,0.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0014/OR014@6_1.mat,source,48kHz_DE_data,DE,OR,0.014,1.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0014/OR014@6_2.mat,source,48kHz_DE_data,DE,OR,0.014,2.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0014/OR014@6_3.mat,source,48kHz_DE_data,DE,OR,0.014,3.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0021/OR021@6_0.mat,source,48kHz_DE_data,DE,OR,0.021,0.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0021/OR021@6_1.mat,source,48kHz_DE_data,DE,OR,0.021,1.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0021/OR021@6_2.mat,source,48kHz_DE_data,DE,OR,0.021,2.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Centered/0021/OR021@6_3.mat,source,48kHz_DE_data,DE,OR,0.021,3.0,Centered,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Opposite/0007/OR007@12_0.mat,source,48kHz_DE_data,DE,OR,0.007,0.0,Opposite,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Opposite/0007/OR007@12_1.mat,source,48kHz_DE_data,DE,OR,0.007,1.0,Opposite,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Opposite/0007/OR007@12_2.mat,source,48kHz_DE_data,DE,OR,0.007,2.0,Opposite,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Opposite/0007/OR007@12_3.mat,source,48kHz_DE_data,DE,OR,0.007,3.0,Opposite,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Opposite/0021/OR021@12_0.mat,source,48kHz_DE_data,DE,OR,0.021,0.0,Opposite,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Opposite/0021/OR021@12_1.mat,source,48kHz_DE_data,DE,OR,0.021,1.0,Opposite,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Opposite/0021/OR021@12_2.mat,source,48kHz_DE_data,DE,OR,0.021,2.0,Opposite,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Opposite/0021/OR021@12_3.mat,source,48kHz_DE_data,DE,OR,0.021,3.0,Opposite,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_0.mat,source,48kHz_DE_data,DE,OR,0.007,0.0,Orthogonal,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_1.mat,source,48kHz_DE_data,DE,OR,0.007,1.0,Orthogonal,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_2.mat,source,48kHz_DE_data,DE,OR,0.007,2.0,Orthogonal,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0007/OR007@3_3.mat,source,48kHz_DE_data,DE,OR,0.007,3.0,Orthogonal,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_0.mat,source,48kHz_DE_data,DE,OR,0.021,0.0,Orthogonal,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_1.mat,source,48kHz_DE_data,DE,OR,0.021,1.0,Orthogonal,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_2.mat,source,48kHz_DE_data,DE,OR,0.021,2.0,Orthogonal,48000.0
数据集/源域数据集/48kHz_DE_data/OR/Orthogonal/0021/OR021@3_3.mat,source,48kHz_DE_data,DE,OR,0.021,3.0,Orthogonal,48000.0
数据集/源域数据集/48kHz_Normal_data/N_0.mat,source,48kHz_Normal_data,DE,N,,0.0,,48000.0
数据集/源域数据集/48kHz_Normal_data/N_1_(1772rpm).mat,source,48kHz_Normal_data,DE,N,,1.0,,48000.0
数据集/源域数据集/48kHz_Normal_data/N_2_(1750rpm).mat,source,48kHz_Normal_data,DE,N,,2.0,,48000.0
数据集/源域数据集/48kHz_Normal_data/N_3.mat,source,48kHz_Normal_data,DE,N,,3.0,,48000.0
数据集/目标域数据集/A.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/B.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/C.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/D.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/E.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/F.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/G.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/H.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/I.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/J.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/K.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/L.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/M.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/N.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/O.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
数据集/目标域数据集/P.mat,target,目标域数据集,Unknown,Unknown,,,,32000.0
